,unique.drugid,CGP.drugid,CCLE.drugid,GSK.drugid,NCI60.drugid,GRAY.drugid,GNE.drugid,CTRP.drugid,CMAP.drugid,CTRPv2.drugid,gCSI.drugid,UHNBreast.drugid,MERCK.drugid,GDSC1000.drugid,NCIALM.drugid,YALE_TNBC.drugid,smiles,inchikey,cid,GDSC2019.drugid,FIMM.drugid,FDA,PharmacoDB.uid,PharmacoDB.drugid
49257,selumetinib:PLX-4032 (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:PLX-4032 (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49074,selumetinib:PLX-4032 (8:1 mol/mol)
49258,sirolimus:bortezomib (250:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,sirolimus:bortezomib (250:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49075,sirolimus:bortezomib (250:1 mol/mol)
49259,BRD-K97651142,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K97651142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49076,BRD-K97651142
49260,Vorapaxar,NA,NA,NA,NA,NA,NA,NA,NA,vorapaxar,NA,NA,NA,NA,NA,NA,NA,NA,10077130,NA,NA,TRUE,PDBC49077,vorapaxar
49261,BRD-K79669418,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K79669418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49078,BRD-K79669418
49262,BRD-K99584050,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K99584050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49079,BRD-K99584050
49263,BRD-A71883111,NA,NA,NA,NA,NA,NA,NA,NA,BRD-A71883111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49080,BRD-A71883111
49264,navitoclax:birinapant (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,navitoclax:birinapant (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49081,navitoclax:birinapant (1:1 mol/mol)
49265,ISOX:bortezomib (250:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,ISOX:bortezomib (250:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49082,ISOX:bortezomib (250:1 mol/mol)
49266,selumetinib:GDC-0941 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:GDC-0941 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49083,selumetinib:GDC-0941 (4:1 mol/mol)
49267,selumetinib:tretinoin (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:tretinoin (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49084,selumetinib:tretinoin (2:1 mol/mol)
49268,selumetinib:vorinostat (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:vorinostat (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49085,selumetinib:vorinostat (8:1 mol/mol)
49269,selumetinib:BRD-A02303741 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:BRD-A02303741 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49086,selumetinib:BRD-A02303741 (4:1 mol/mol)
49270,tretinoin:navitoclax (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,tretinoin:navitoclax (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49087,tretinoin:navitoclax (4:1 mol/mol)
49271,decitabine:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,decitabine:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49088,decitabine:navitoclax (2:1 mol/mol)
49272,tretinoin:carboplatin (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,tretinoin:carboplatin (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49089,tretinoin:carboplatin (2:1 mol/mol)
49273,Necrostatin-7,NA,NA,NA,NA,NA,NA,NA,NA,necrostatin-7,NA,NA,NA,NA,NA,NA,NA,NA,1239801,NA,NA,NA,PDBC49090,necrostatin-7
49274,Lomeguatrib,NA,NA,NA,NA,NA,NA,NA,NA,lomeguatrib,NA,NA,NA,NA,NA,NA,NA,NA,3025944,NA,NA,NA,PDBC49091,lomeguatrib
49275,tanespimycin:gemcitabine (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,tanespimycin:gemcitabine (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49092,tanespimycin:gemcitabine (1:1 mol/mol)
49276,docetaxel:tanespimycin (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,docetaxel:tanespimycin (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49093,docetaxel:tanespimycin (2:1 mol/mol)
49277,selumetinib:MK-2206 (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:MK-2206 (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49094,selumetinib:MK-2206 (8:1 mol/mol)
49278,navitoclax:PLX-4032 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,navitoclax:PLX-4032 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49095,navitoclax:PLX-4032 (1:1 mol/mol)
49279,selumetinib:piperlongumine (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:piperlongumine (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49096,selumetinib:piperlongumine (8:1 mol/mol)
49280,tanespimycin:bortezomib (250:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,tanespimycin:bortezomib (250:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49097,tanespimycin:bortezomib (250:1 mol/mol)
49281,navitoclax:MST-312 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,navitoclax:MST-312 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49098,navitoclax:MST-312 (1:1 mol/mol)
49282,carboplatin:etoposide (40:17 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,carboplatin:etoposide (40:17 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49099,carboplatin:etoposide (40:17 mol/mol)
49283,piperlongumine:MST-312 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,piperlongumine:MST-312 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49100,piperlongumine:MST-312 (1:1 mol/mol)
49284,navitoclax:gemcitabine (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,navitoclax:gemcitabine (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49101,navitoclax:gemcitabine (1:1 mol/mol)
49285,JW-480,NA,NA,NA,NA,NA,NA,NA,NA,JW-480,NA,NA,NA,NA,NA,NA,NA,NA,57330099,NA,NA,NA,PDBC49102,JW-480
49286,BMS-195614,NA,NA,NA,NA,NA,NA,NA,NA,BMS-195614,NA,NA,NA,NA,NA,NA,NA,NA,445091,NA,NA,NA,PDBC49103,BMS-195614
49287,BRD-K07442505,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K07442505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49104,BRD-K07442505
49288,BRD-K35604418,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K35604418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49105,BRD-K35604418
49289,SB-743921,NA,NA,NA,NA,NA,NA,NA,NA,SB-743921,NA,NA,NA,NA,NA,NA,NA,NA,9936388,NA,NA,NA,PDBC49106,SB-743921
49290,Molibresib,NA,NA,NA,NA,NA,NA,NA,NA,GSK525762A,NA,NA,NA,I-BET-762,NA,I-BET,NA,NA,46943432,I-BET-762,NA,NA,PDBC49107,GSK525762A
49291,navitoclax:pluripotin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,navitoclax:pluripotin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49108,navitoclax:pluripotin (1:1 mol/mol)
49292,JQ-1:carboplatin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,JQ-1:carboplatin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49109,JQ-1:carboplatin (1:1 mol/mol)
49293,selumetinib:navitoclax (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:navitoclax (8:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49110,selumetinib:navitoclax (8:1 mol/mol)
49294,selumetinib:decitabine (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:decitabine (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49111,selumetinib:decitabine (4:1 mol/mol)
49295,SNX-2112:bortezomib (250:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,SNX-2112:bortezomib (250:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49112,SNX-2112:bortezomib (250:1 mol/mol)
49296,JQ-1:MK-0752 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,JQ-1:MK-0752 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49113,JQ-1:MK-0752 (1:1 mol/mol)
49297,BRD-A02303741:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,BRD-A02303741:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49114,BRD-A02303741:navitoclax (2:1 mol/mol)
49298,salermide:PLX-4032 (12:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,salermide:PLX-4032 (12:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49115,salermide:PLX-4032 (12:1 mol/mol)
49299,UNC0638:navitoclax (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,UNC0638:navitoclax (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49116,UNC0638:navitoclax (1:1 mol/mol)
49300,BRD-A02303741:carboplatin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,BRD-A02303741:carboplatin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49117,BRD-A02303741:carboplatin (1:1 mol/mol)
49301,doxorubicin:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,doxorubicin:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49118,doxorubicin:navitoclax (2:1 mol/mol)
49302,selumetinib:UNC0638 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:UNC0638 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49119,selumetinib:UNC0638 (4:1 mol/mol)
49303,alisertib:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,alisertib:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49120,alisertib:navitoclax (2:1 mol/mol)
49304,navitoclax:sorafenib (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,navitoclax:sorafenib (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49121,navitoclax:sorafenib (1:1 mol/mol)
49305,navitoclax:piperlongumine (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,navitoclax:piperlongumine (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49122,navitoclax:piperlongumine (1:1 mol/mol)
49306,SMER-3,NA,NA,NA,NA,NA,NA,NA,NA,SMER-3,NA,NA,NA,NA,NA,NA,NA,NA,568763,NA,NA,NA,PDBC49123,SMER-3
49307,NVP-ADW742,NA,NA,NA,NA,NA,NA,NA,NA,NVP-ADW742,NA,NA,NA,NA,NA,NA,NA,NA,9825149,NVP-ADW742,NA,NA,PDBC49124,NVP-ADW742
49308,Clofarabine,NA,NA,NA,NA,NA,NA,NA,NA,clofarabine,NA,NA,NA,NA,NA,NA,Nc1nc(Cl)nc2n(cnc12)C3OC(CO)C(O)C3F,WDDPHFBMKLOVOX-UHFFFAOYSA-N,119182,NA,NA,TRUE,PDBC49125,clofarabine
49309,vorinostat:navitoclax (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,vorinostat:navitoclax (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49126,vorinostat:navitoclax (4:1 mol/mol)
49310,XL765,NA,NA,NA,NA,NA,NA,NA,NA,XL765,NA,NA,NA,NA,NA,NA,NA,NA,49867926,Voxtalisib,NA,NA,PDBC49127,XL765
49311,ML258,NA,NA,NA,NA,NA,NA,NA,NA,ML258,NA,NA,NA,NA,NA,NA,NA,NA,53301938,NA,NA,NA,PDBC49128,ML258
49312,SR1001,NA,NA,NA,NA,NA,NA,NA,NA,SR1001,NA,NA,NA,NA,NA,NA,NA,NA,44241473,NA,NA,NA,PDBC49129,SR1001
49313,BMS-270394,NA,NA,NA,NA,NA,NA,NA,NA,BMS-270394,NA,NA,NA,NA,NA,NA,NA,NA,445455,NA,NA,NA,PDBC49130,BMS-270394
49314,Azd4547,NA,NA,NA,NA,NA,NA,NA,NA,AZD4547,NA,NA,NA,NA,NA,AZD-4547,NA,NA,51039095,AZD4547,NA,NA,PDBC49131,AZD4547
49315,Hyperforin,NA,NA,NA,NA,NA,NA,NA,NA,hyperforin,NA,NA,NA,NA,NA,NA,CC(C)C(=O)[C@@]12C(=O)C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O,NA,441298,NA,NA,NA,PDBC49132,hyperforin
49316,NVP-231,NA,NA,NA,NA,NA,NA,NA,NA,NVP-231,NA,NA,NA,NA,NA,NVP-231,NA,NA,4096211,NA,NA,NA,PDBC49133,NVP-231
49317,MK-0752,NA,NA,NA,NA,NA,NA,NA,NA,MK-0752,NA,NA,NA,NA,NA,NA,NA,NA,9803433,NA,NA,NA,PDBC49134,MK-0752
49318,Semagacestat,NA,NA,NA,NA,NA,NA,NA,NA,semagacestat,NA,NA,NA,NA,NA,NA,NA,NA,9843750,NA,NA,NA,PDBC49135,semagacestat
49319,Rigosertib,NA,NA,NA,NA,NA,NA,NA,NA,rigosertib,NA,NA,NA,NA,NA,NA,NA,NA,6918736,NA,NA,NA,PDBC49136,rigosertib
49320,PD318088,NA,NA,NA,NA,NA,NA,NA,NA,PD318088,NA,NA,NA,NA,NA,NA,NA,NA,10231331,NA,NA,NA,PDBC49137,PD318088
49321,KU-60019,NA,NA,NA,NA,NA,NA,NA,NA,KU-60019,NA,NA,NA,NA,NA,NA,CC1CN(CC(=O)Nc2ccc3Sc4c(Cc3c2)cccc4-c2cc(=O)cc(o2)N2CCOCC2)CC(C)O1,NA,15953870,KU-60019,NA,NA,PDBC49138,KU-60019
49322,KW-2449,NA,NA,NA,NA,NA,NA,NA,NA,KW-2449,NA,NA,NA,NA,NA,NA,NA,NA,11427553,NA,NA,NA,PDBC49139,KW-2449
49323,Silmitasertib,NA,NA,NA,NA,NA,NA,NA,NA,silmitasertib,NA,NA,NA,NA,NA,NA,NA,NA,24748573,NA,NA,NA,PDBC49140,silmitasertib
49324,BRD-K03911514,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K03911514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49141,BRD-K03911514
49325,BRD-K16130065,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K16130065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49142,BRD-K16130065
49326,Momelotinib,NA,NA,NA,NA,NA,NA,NA,NA,momelotinib,NA,NA,NA,NA,NA,CYT-387,NA,NA,25062766,NA,NA,NA,PDBC49143,momelotinib
49327,Idelalisib,NA,NA,NA,NA,NA,NA,NA,NA,CAL-101,CAL-101,NA,NA,CAL-101,NA,NA,NA,NA,11625818,Idelalisib,NA,NA,PDBC49144,CAL-101
49328,Galunisertib,NA,NA,NA,NA,NA,NA,NA,NA,LY-2157299,NA,NA,NA,NA,NA,NA,NA,NA,10090485,NA,NA,NA,PDBC49145,LY-2157299
49329,Degrasyn,NA,NA,NA,NA,NA,NA,NA,NA,WP1130,NA,NA,NA,NA,NA,NA,NA,NA,11222830,NA,NA,NA,PDBC49146,WP1130
49330,Osi-027,NA,NA,NA,NA,NA,NA,NA,NA,OSI-027,NA,NA,NA,OSI-027,NA,NA,COc1cccc2cc([nH]c12)-c1nc([C@@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12,NA,44224160,OSI-027,NA,NA,PDBC49147,OSI-027
49331,NVP-BSK805,NA,NA,NA,NA,NA,NA,NA,NA,NVP-BSK805,NA,NA,NA,NA,NA,NA,NA,NA,46398810,NA,NA,NA,PDBC49148,NVP-BSK805
49332,erlotinib:PLX-4032 (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,erlotinib:PLX-4032 (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49149,erlotinib:PLX-4032 (2:1 mol/mol)
49333,PIK-93,NA,NA,NA,NA,NA,NA,NA,NA,PIK-93,NA,NA,NA,PIK-93,NA,NA,NA,NA,6852167,PIK-93,NA,NA,PDBC49150,PIK-93
49334,Birinapant,NA,NA,NA,NA,NA,NA,NA,NA,birinapant,NA,NA,NA,NA,NA,NA,NA,NA,49836020,NA,NA,NA,PDBC49151,birinapant
49335,KX2-391,NA,NA,NA,NA,NA,NA,NA,NA,KX2-391,NA,NA,NA,NA,NA,NA,NA,NA,23635314,NA,NA,NA,PDBC49152,KX2-391
49336,3-Cl-AHPC,NA,NA,NA,NA,NA,NA,NA,NA,3-Cl-AHPC,NA,NA,NA,NA,NA,NA,NA,NA,9866186,NA,NA,NA,PDBC49153,3-Cl-AHPC
49337,BRD-K58730230,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K58730230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49154,BRD-K58730230
49338,BRD-K27188169,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K27188169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49155,BRD-K27188169
49339,KHS101,NA,NA,NA,NA,NA,NA,NA,NA,KHS101,NA,NA,NA,NA,NA,NA,NA,NA,71304818,NA,NA,NA,PDBC49156,KHS101
49340,Turofexorate isopropyl,NA,NA,NA,NA,NA,NA,NA,NA,WAY-362450,NA,NA,NA,NA,NA,NA,NA,NA,10026128,NA,NA,NA,PDBC49157,WAY-362450
49341,JQ-1:vorinostat (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,JQ-1:vorinostat (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49158,JQ-1:vorinostat (2:1 mol/mol)
49342,BRD-K13185470,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K13185470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49159,BRD-K13185470
49343,crizotinib:PLX-4032 (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,crizotinib:PLX-4032 (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49160,crizotinib:PLX-4032 (2:1 mol/mol)
49344,BRD-K27188169:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,BRD-K27188169:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49161,BRD-K27188169:navitoclax (2:1 mol/mol)
49345,BRD-K03536150,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K03536150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49162,BRD-K03536150
49346,BRD-K34222889,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K34222889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49163,BRD-K34222889
49347,BRD-K09587429,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K09587429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49164,BRD-K09587429
49348,Tandutinib,NA,NA,NA,NA,NA,NA,NA,NA,tandutinib,NA,NA,NA,NA,NA,NA,COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,NA,3038522,NA,NA,NA,PDBC49165,tandutinib
49349,TG-100-115,NA,NA,NA,NA,NA,NA,NA,NA,TG-100-115,NA,NA,NA,NA,NA,NA,Nc1nc(N)c2nc(-c3cccc(O)c3)c(nc2n1)-c1cccc(O)c1,NA,10427712,NA,NA,NA,PDBC49166,TG-100-115
49350,carboplatin:UNC0638 (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,carboplatin:UNC0638 (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49167,carboplatin:UNC0638 (2:1 mol/mol)
49351,selumetinib:JQ-1 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,selumetinib:JQ-1 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49168,selumetinib:JQ-1 (4:1 mol/mol)
49352,decitabine:carboplatin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,decitabine:carboplatin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49169,decitabine:carboplatin (1:1 mol/mol)
49353,JQ-1:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,JQ-1:navitoclax (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49170,JQ-1:navitoclax (2:1 mol/mol)
49354,Elocalcitol,NA,NA,NA,NA,NA,NA,NA,NA,elocalcitol,NA,NA,NA,NA,NA,NA,NA,NA,11396600,NA,NA,NA,PDBC49171,elocalcitol
49355,Cabozantinib,NA,NA,NA,NA,NA,NA,NA,NA,cabozantinib,NA,NA,NA,XL-184,NA,NA,NA,NA,25102847,Cabozantinib,NA,TRUE,PDBC49172,cabozantinib
49356,BRD-K26531177,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K26531177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49173,BRD-K26531177
49357,BMS-345541 free base,NA,NA,NA,NA,NA,NA,NA,NA,BMS-345541,NA,NA,NA,BMS345541,NA,NA,Cc1cnc2c(NCCN)nc3ccc(C)cc3n12,NA,9926054,BMS-345541,NA,NA,PDBC49174,BMS-345541
49358,Mdivi-1,NA,NA,NA,NA,NA,NA,NA,NA,Mdivi-1,NA,NA,NA,NA,NA,NA,NA,NA,3825829,NA,NA,NA,PDBC49175,Mdivi-1
49359,Ki8751,NA,NA,NA,NA,NA,NA,NA,NA,Ki8751,NA,NA,NA,NA,NA,NA,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,NA,11317348,NA,NA,NA,PDBC49176,Ki8751
49360,Barasertib,NA,NA,NA,NA,NA,NA,NA,NA,barasertib,NA,NA,NA,NA,NA,NA,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,NA,11497983,NA,NA,NA,PDBC49177,barasertib
49361,YL54,NA,NA,NA,NA,NA,NA,NA,NA,YL54,NA,NA,NA,NA,NA,NA,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CCNC(C)=O)C(=O)N[C@]1(C)CCC\C=C/CCC[C@@](C)(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC1=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,NA,NA,NA,NA,NA,PDBC49178,YL54
49362,PF-184,NA,NA,NA,NA,NA,NA,NA,NA,PF-184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49179,PF-184
49363,AT7867,NA,NA,NA,NA,NA,NA,NA,NA,AT7867,NA,NA,NA,NA,NA,NA,Clc1ccc(cc1)C1(CCNCC1)c1ccc(cc1)-c1cn[nH]c1,NA,11175137,AT7867,NA,NA,PDBC49180,AT7867
49364,PD 153035,NA,NA,NA,NA,NA,NA,NA,NA,PD 153035,NA,NA,NA,NA,NA,NA,NA,NA,4705,NA,NA,NA,PDBC49181,PD 153035
49365,Tacedinaline,NA,NA,NA,NA,NA,NA,NA,NA,tacedinaline,NA,NA,NA,NA,NA,NA,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,NA,2746,NA,NA,NA,PDBC49182,tacedinaline
49366,BRD-K09344309,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K09344309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49183,BRD-K09344309
49367,Isonicotinohydroxamic acid,NA,NA,NA,NA,NA,NA,NA,NA,isonicotinohydroxamic acid,NA,NA,NA,NA,NA,NA,ONC(=O)c1ccncc1,NA,72967,NA,NA,NA,PDBC49184,isonicotinohydroxamic acid
49368,LRRK2-IN-1,NA,NA,NA,NA,NA,NA,NA,NA,LRRK2-IN-1,NA,NA,NA,NA,NA,NA,NA,NA,46843906,NA,NA,NA,PDBC49185,LRRK2-IN-1
49369,KH-CB19,NA,NA,NA,NA,NA,NA,NA,NA,KH-CB19,NA,NA,NA,NA,NA,NA,NA,NA,44237094,NA,NA,NA,PDBC49186,KH-CB19
49370,KPT185,NA,NA,NA,NA,NA,NA,NA,NA,KPT185,NA,NA,NA,NA,NA,NA,NA,NA,53495165,NA,NA,NA,PDBC49187,KPT185
49371,pitstop2,NA,NA,NA,NA,NA,NA,NA,NA,pitstop2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49188,pitstop2
49372,Bemcentinib,NA,NA,NA,NA,NA,NA,NA,NA,R428,NA,NA,NA,NA,NA,NA,NA,NA,46215462,NA,NA,NA,PDBC49189,R428
